saupNo,saupNm,proStage,maxDigDepth,no
20200321,전라남도 순천시 조곡동 공동주택 신축공사,제출완료,19.00,840
20200322,성동구 용답동 229-1 주상복합 신축공사,제출완료,17.55,841
20200323,서울시 송파구 방이동 49-15번지 신축공사,제출완료,19.75,842
20200324,BNK부산은행 수영지점 신축공사 ,제출완료,26.31,843
20200325,수원시 팔달구 인계동 754-21외 1필지 센트럴프라자 신축공사,제출완료,15.88,844
20200326,영등포 당산동2가 역세권 청년주택,제출완료,30.47,845
20200327,청양~부여 천연가스 공급시설 건설공사,제출완료,34.70,846
20200328,영통2구역 주택재건축정비사업,제출완료,11.29,847
20200329,인천 검단신도시 C5-1-1BL 근린생활시설·업무시설 신축공사,제출완료,19.81,848
20200330,대구광역시 북구 칠성동 주상복합 신축공사,제출완료,22.02,849
20200331,충남권 공공어린이재활병원 건립사업,제출완료,11.96,850
20200332,금천구 가산동327-30 지식센터신축공사,제출완료,18.61,851
20200333,노무현센터 신축공사 소규모지하안전영향평가,제출완료,18.55,852
20200334,파주시 야당동 1083 유은타워7차 신축공사,제출완료,19.46,853
20200335,목동406-14번지 외 2필지 근린생활시설 신축공사,제출완료,14.84,854
20200336,경기도 고양시 덕양구 화정동 근린생활시설 신축공사,제출완료,13.96,855
20200337,원창동 381-63 근생 및 위락시설 신축공사,제출완료,15.70,856
20200338,서울시 은평구 불광동 청년주택 신축공사,정보수정중,24.80,857
20200339,과천 펜타시티 건립공사,제출완료,22.76,858
20200340,광교 지식산업센터 개발사업,제출완료,18.85,859
20200341,동탄~인덕원 복선전철 제1공구 및 월곶~판교 복선전철 제8공구 건설공사 지하안전영향평가 용역,사업 등록 완료,43.20,860
20200342,강동농협 본점 종합시설 신축공사,제출완료,16.59,861
20200343,예산군 덕산 공공하수처리시설 증설사업,제출완료,12.00,862
20200344,광주 첨단2지구 지식산업센터 신축공사,제출완료,14.74,863
20200345,신서면아파트 소규모재건축사업,제출완료,17.80,864
20200346,중구 필동 생활형숙박시설 신축공사,제출완료,15.69,865
20200347,대화2구역 주택재개발 정비사업,제출완료,18.44,866
20200348,(주)국제식품 초원농원 하마정점 신축공사,제출완료,19.10,867
20200349,천안 성황원성구역 주택재개발 정비사업 1단지,제출완료,13.76,868
20200350,천안시 직산역 서희스타힐스 지역주택조합 아파트 신축공사,제출완료,12.35,869
20200351,천안 성황원성구역 주택재개발 정비사업 2단지,제출완료,13.76,870
20200352,도봉구 쌍문동 88-2 청년주택 신축공사,제출완료,13.45,871
20200353,괴정동 주상복합 신축공사,제출완료,19.97,872
20200354,청주시 오창과학산업단지 완충저류시설 설치사업,제출완료,18.00,873
20200355,대구광역시 수성구 범어동 주거복합 신축공사,제출완료,22.44,874
20200356,"청주시 방서동 근린생활 및 의료시설 신축공사(32-2,3롯트)",제출완료,13.03,875
20200357,"고양 덕은 도시개발사업지구 업무 11,12블럭 복합시설 신축공사",제출완료,29.46,876
20200358,광양(1)공업용수도 노후관 개량사업,제출완료,17.06,877
20200359,홍성 고암리 임대아파트 신축공사,제출완료,15.15,878
20200360,내당동 00아파트 신축공사,제출완료,10.50,879
20200362,횡성군 읍하리 191-1 주상복합신축공사 ,제출완료,16.00,880
20200363,오창읍 공동주택 및 체육시설 신축공사,제출완료,15.00,881
20200364,정산농공단지 완충저류시설 설치사업,제출완료,15.20,882
20200365,청주시 제2매립장 조성사업 소규모 지하안전영향평가,사업 등록 완료,19.20,883
20200366,불당동 1537-2번지 소규모지하안전영향평가,제출완료,19.20,884
20200368,불당동 1537-2번지 소규모지하안전영향평가,사업 등록 완료,19.20,885
20200369,역삼동 653-4번지 지구단위계획구역 A1BL 신축공사,제출완료,32.98,886
20200370,충남 아산시 신창면 모아엘가아파트 2단지 신축공사,제출완료,11.91,887
20200371,대전시 동구 성남동 1구역 주택재개발,제출완료,14.92,888
20200372,광양지역 전기공급시설 전력구공사(백운-광양항 2차),제출완료,15.10,889
20200373,대구 달성공원역 주상복합 신축공사,제출완료,22.10,890
20200374,속초시 영랑동 생활숙박시설 신축공사,제출완료,19.90,891
20200375,용인시 처인구 역북동 504-13번지 근린생활시설 신축공사,제출완료,17.15,892
20200377,석관동 173-1번지 화랑 청년주택 신축공사,제출완료,13.31,893
20200378,경기도 이천시 창전동 일반업무시설 및 공동주택 신축공사,제출완료,12.59,894
20200379,대전광역시 중구 대흥동 456번지 근린생활시설 및 도시형생활주택 신축공사,제출완료,19.50,895
20200380,성북구 하월곡동 역세권 청년주택 소규모 지하안전영향평가,제출완료,19.80,896
20200381,강북구 수유동 역세권 청년주택 신축공사,제출완료,24.70,897
20200382,인천지역 전기공급시설 전력구공사(동송도S/S~서송도S/S),제출완료,75.00,898
20200383,서울시 강남구 논현동 29-8번지 근린생활시설 신축공사,제출완료,12.30,899
20200384,광진구 화양동 116-1 일대 오피스텔 신축공사,제출완료,24.46,900
20200385,영등포 3가 5-10 오피스텔 신축공사,제출완료,19.96,901
20200386,청주시 서원구 남이면 물류센터 1B-1BL 신축공사,제출완료,30.31,902
20200387,동탄~인덕원 복선전철 제9공구 건설공사 ,제출완료,46.00,903
20200388,서울시 강남구 논현동 29-16번지 근린생활시설 신축공사,사업 등록 완료,13.60,904
20200389,수원 덕산병원 신축공사,제출완료,23.51,905
20200390,대전유성 구암드림타운 건설사업,제출완료,15.40,906
20200391,천안하수처리장 현대화사업,제출완료,15.00,907
20200392,광주지역 전기공급시설 전력구공사(신광주~일곡 지중화)지하안전영향평가 용역,제출완료,33.28,908
20200393,서울시 강남구 신사동 546-6번지 외 2근린생활시설 신축,제출완료,18.41,909
20200395,계룡 펠리피아 공동주택 신축공사,제출완료,14.40,910
20200396,불당동 1534-1 근린생활시설 및 업무시설 신축공사,제출완료,19.68,911
20200397,부천시 심곡동 오피스텔  신축공사,제출완료,19.22,912
20200398,한전 KDN 서울지역본부 사옥신축공사,제출완료,22.70,913
20200399,운서동3089번지 주차전용 건축물 신축공사,제출완료,18.61,914
20200400,태평아파트 재건축 정비사업,제출완료,13.65,915
20200401,부전동 디알시티 신축공사,제출완료,14.41,916
20200404,태평종합사회복지관 건립공사,제출완료,18.06,917
20200405,서울시 역삼동 826번지 복합시설 신축공사,제출완료,25.00,918
20200406,원주시 관설동 1426번지 공동주택,제출완료,10.55,919
20200407,광주광역시 서구 광천동 주상복합 신축공사,제출완료,14.50,920
20200408,"안양시 만안구 안양동 627-1,2,3번지 주상복합 신축공사",제출완료,27.57,921
20200409,양산~사송연계 2단계 및 사송지구 내 열수송관공사,제출완료,7.60,922
20200410,안양시 호계동 959-1번지 일대 주상복합 신축공사,제출완료,19.66,923
20200411,아산 모종동 562-1외 1 주상복합 신축공사,제출완료,32.96,924
20200412,달방댐 침투량 측정시설 설치공사,제출완료,11.19,925
20200413,화성지역 전기공급시설 전력구 공사(중동탄 분기),제출완료,33.31,926
20200414,서울시 상봉동 역세권 청년주택 신축공사,제출완료,19.96,927
20200415,강동구 강일동 723 근린생활시설 신축공사,제출완료,14.68,928
20200416,대전광역시 중구 선화동 주거복합신축공사,제출완료,25.02,929
20200417,"안양시 만안구 안양동 627-30,32번지 업무복합시설 신축공사",제출완료,31.24,930
20200418,시흥장현지구 일반상업용지 22블럭 근린생활시설 신축공사 소규모 지하안전영향평가,제출완료,19.39,931
20200419,부천 세종병원 증축공사,제출완료,19.17,932
20200420,당진 수청지구 도시개발사업 복합시설 신축공사,제출완료,19.40,933
20200421,행정중심복합도시 6-3생활권 H3BL 주상복합 신축공사,정보수정중,16.21,934
20200422,삼성전자(주) 평택캠퍼스 전력구 인입공사,제출완료,27.70,935
20200423,수원-화성지역 전기공급시설 전력구공사(호매실-남수원)	,제출완료,60.20,936
20200424,"부천시 춘의동 204-4,6번지 신축공사",제출완료,13.95,937
20200425,봉명 베리굿2차 주상복합 신축공사 소규모지하안전영향평가,제출완료,15.19,938
20200426,속초 조양동 시리우스 신축공사,제출완료,19.79,939
20200427,대구 삼덕동 주상복합 신축공사,제출완료,26.65,940
20200428,덕이지구 복합시설 신축공사,제출완료,19.90,941
20200429,중구 순화 1-2지구 도시환경정비사업 신축공사,제출완료,25.36,942
20200430,시흥은계지구 상업2-1 근린생활시설 신축공사,제출완료,16.03,943
20200432,응암동 OO주상복합 신축공사 중 소규모지하안전영향평가,정보수정중,17.04,944
20200433,수성32구역 주택재개발정비사업 소규모지하안전영향평가,제출완료,18.97,945
20200434,중구 남산동2가 6-1번지 근린생활시설 신축공사,제출완료,25.55,946
20200435,판교창조 경제밸리 사업지원시설용지 D4-2 오피스텔 신축공사 ,제출완료,18.65,947
20200436,대구 신암동 데시앙 아파트 신축공사,제출완료,10.25,948
20200437,연산동 한진빌딩 신축공사,제출완료,17.30,949
20200438,심곡본동 776-2외 8필지 주상복합 신축공사,제출완료,19.95,950
20200439,서울특별시 영등포구 당산동6가 복합시설 신축공사,제출완료,16.93,951
20200440,이천시 부발읍 죽당리 59-1번지일원 물류센터 신축공사,제출완료,19.40,952
20200441,용인 영덕 기업형 임대주택 신축공사,제출완료,15.16,953
20200442,오포 공공하수처리시설 증설사업,제출완료,13.83,954
20200443,새연산아파트 소규모재건축정비사업,제출완료,16.55,955
20200444,운정지구 근린생활시설 신축공사,제출완료,13.60,956
20200445,강남구 논현동 118-13번지 삼아빌딩 신축공사,제출완료,15.43,957
20200446, 광안동 199-7 도시형생활주택(주상복합) 신축공사,제출완료,19.80,958
20200448,충무로 남산 공동주택 신축공사,제출완료,6206.08,959
20200449,율촌~덕례 주배관 건설공사 ,제출완료,16.31,960
20200451,도곡동 근린생활시설 신축공사,제출완료,19.55,961
20200452,"인천시 미추홀구 용현동 624-47, 48 오피스텔 신축공사",제출완료,19.85,962
20200453,강남역 오피스 개발사업,제출완료,30.67,963
20200454,관양동 1504-9 외 1필지 주상복합 신축공사,제출완료,14.70,964
20200455,검단신도시 오수중계펌프장 및 관로 공사,정보수정중,13.05,965
20200456,서울 어울림 체육센터 건립,사업 등록 완료,18.15,966
20200457,행정중심복합도시 6-3생활권 H2 주상복합 신축공사,제출완료,14.57,967
20200458,고양시 지축공공주택지구 C1-2-1 신축공사,제출완료,15.49,968
20200459,원주 무실동 1721-4번지 신축공사,제출완료,14.96,969
20200460,야음제1지구 가로주택정비사업 신축공사,정보수정중,18.10,970
20200461,서울시립대학교 미래융합관 건립공사 소규모 지하안전영향평가,제출완료,12.00,971
20200462,만촌네거리 주거복합 신축공사 지하안전영향평가,제출완료,25.95,972
20200463,대구광역시 달서구 본동 743번지 주상복합 신축공사,제출완료,27.27,973
20200464,여수시 미평동 해광샹그릴라 신축공사,제출완료,19.65,974
20200465,분당선 미금역외 5개역 승강설비설치공사 실시설계용역,제출완료,12.29,975
20200466,신안산선 복선전철 민간투자사업,제출완료,35.00,976
20200467,정부과천청사역 승강설비 설치공사,제출완료,16.96,977
20200468,분당선 미금역외 5개역 승강설비설치공사 실시설계용역,제출완료,14.55,978
20200469,서초동 생활형숙박시설 2차 1591-8번지 일대 신축사업,제출완료,19.26,979
20200470,"수원시 서둔동 17-8번지 일대 역세권1구역 2-1블럭 외 8개블럭 신축공사(4-1,2BL)",제출완료,19.96,980
