saupNo,saupNm,proStage,maxDigDepth,no
20240198,(재협의)시흥동 현대아파트 재건축정비사업 소규모지하안전영향평가,제출완료,18.95,6683
20240199,군포역세권 복합개발사업 B-1BL 지식산업센터 신축공사 ,제출완료,18.72,6684
20240200,강남구 역삼동 718-26 업무시설 신축공사,사업 등록 완료,17.04,6685
20240201,함평군 문화예술회관 소규모 지하안전평가,제출완료,15.00,6686
20240202,해운대구 좌동 업무시설(오피스텔) 신축공사 (신도시시장),제출완료,25.10,6687
20240203,옥정~포천 광역철도 건설사업 중 1공구,제출완료,31.26,6688
20240204,인천검단신도시 AA32블 공동주택 신축공사,제출완료,12.60,6689
20240205,잠원동 근린생활시설 신축공사,제출완료,12.16,6690
20240206,온누리교회 수원캠퍼스 신축공사,제출완료,28.22,6691
20240207,구월동 1532-2번지 근생 및 오피스텔 신축공사,제출완료,19.96,6692
20240208,석관지구 특별계획구역2 주거복합 신축공사,제출완료,30.24,6693
20240209,이천시 대월지역주택조합아파트 신축공사,제출완료,12.18,6694
20240210,웅천지구 여수전남병원 새병원 건립사업,제출완료,28.39,6695
20240211,상계마들단지 재정비사업 아파트건설공사,제출완료,11.41,6696
20240212,서소문고가 개축(성능개선)지하안전영향평가 용역,사업 등록 완료,19.32,6697
20240213,(재협의)가양동 CJ공장부지 지구단위계획구역 1BL 개발계획,제출완료,44.38,6698
20240214,(재협의)가양동 CJ공장부지 지구단위계획구역 2BL 개발계획,제출완료,29.89,6699
20240215,(재협의)가양동 CJ공장부지 지구단위계획구역 3BL 개발계획,제출완료,34.25,6700
20240216,광명 하늘빛감리교회 신축공사,제출완료,18.35,6701
20240217,남양주 진접6지구 공동주택 신축공사,제출완료,16.51,6702
20240218,동패동 2078-2번지 상가 신축공사,제출완료,18.16,6703
20240219,의왕월암 B2BL 공동주택 신축공사,제출완료,16.16,6704
20240220,과천지식정보타운역 노반신설 기타공사,제출완료,16.96,6705
20240221,기흥레스피아 증설사업,제출완료,16.18,6706
20240222,온수역세권 활성화사업 소규모 지하안전평가 용역(A획지),제출완료,19.76,6707
20240223,온수역세권 활성화사업 소규모 지하안전평가 용역(B획지),제출완료,16.11,6708
20240224,"인천영종하늘도시 RC4-1,2블럭 대방디에트르 건설공사",제출완료,11.98,6709
20240225,서울특별시 문래동3가 주상복합개발사업,제출완료,14.07,6710
20240226,서울시 중구 중림동 112외 10필지 신축공사,제출완료,26.85,6711
20240227,수원시 인계동 1123-19번지 신축공사,제출완료,18.25,6712
20240228,"동탄2 택지개발지구 일상 9BL-1, 2LT 신축공사",제출완료,19.82,6713
20240229,천안공장 공동주택개발사업,사업 등록 완료,19.47,6714
20240230,화성시 수영리 650-3번지 일원(C필지) 복합상가 신축공사,제출완료,13.56,6715
20240231,마곡동 근린생활시설 신축공사,정보수정중,13.39,6716
20240233,송파구 삼전동 7-8 에스텍시스템 잠실 신사옥 신축공사,제출완료,24.60,6717
20240234,광희동1가 00생활숙박시설 신축공사,제출완료,17.78,6718
20240235,오뚜기 안양 도시형 공장 신축공사,제출완료,14.26,6719
20240236,원주단구지구 A2BL 공동주택 신축공사,제출완료,10.91,6720
20240237,(재협의)춘천시 동면 만천리 공동주택 신축공사,제출완료,32.10,6721
20240238,함안지역 전기공급시설 전력구공사(군북-가야),사업 등록 완료,38.17,6722
20240239,(재협의)부천시 굴포천 비점저감오염저감시설 설치사업,사업 등록 완료,18.40,6723
20240241,검암플라시아 지장송전선로 지중화공사(2단계),제출완료,41.80,6724
20240242,이천아미지구 공동주택 신축공사 지하안전평가,제출완료,24.31,6725
20240243,(재협의)한화생명 대구사옥 신축공사,제출완료,39.77,6726
20240244,"강남구 청담동 53-8, 22 복합시설 신축공사",제출완료,35.91,6727
20240245,(재협의)ITS 세계총회 대회의장 신축공사 전 부지정지 계획,제출완료,27.00,6728
20240246,(재협의)보령 동대동 공동주택 신축공사,제출완료,15.97,6729
20240247,양화취수장 시설개선사업 ,제출완료,17.60,6730
20240248,공주시 정안면 갈릴리수양관 연수원 신축공사,제출완료,16.25,6731
20240249,잠실주경기장 리모델링 및 학생체육관 이전공사(재협의),제출완료,21.46,6732
20240250,교동취수장 이설 공사,제출완료,10.80,6733
20240251,여주시 양귀리 물류단지 신축 설계용역,제출완료,39.21,6734
20240252,(재협의)왕길사거리 지하차도 설치공사 구간 내 간섭 열수송관 이설공사(2차),제출완료,12.87,6735
20240253,(재협의)대구 달서구 보광병원 증축공사,제출완료,17.86,6736
20240254,예미 자연재해위험개선지구 정비사업 지하안전평가,제출완료,133.79,6737
20240255,(재협의)군포역세권 복합개발사업 오피스텔 신축공사,제출완료,18.67,6738
20240256,(재협의)대전 도안 2-5지구 29BL 공동주택 신축공사,제출완료,11.98,6739
20240257,대전 중구 대흥동 공동주택(임대형기숙사) 신축공사 소규모지하안전평가,제출완료,14.99,6740
20240258,(재협의)화성 메리테크 증축공사,제출완료,19.97,6741
20240259,팽성2배수지 건설공사(안성천 횡단 추진관로),제출완료,22.55,6742
20240260,지구촌교회 다목적교육관 및 주차장 건립공사,제출완료,19.16,6743
20240261,김포 풍무 1-1 구역 공동주택 신축공사,제출완료,24.66,6744
20240262,(재협의)광주지역 전기공급시설 전력구공사(계림~일곡),제출완료,39.74,6745
20240263,도화동 250-3번지 신축공사,제출완료,14.36,6746
20240264,(재협의)푸른병원 부지조성사업 C동 건립공사,사업 등록 완료,17.72,6747
20240265,풍성로 강관압입공사,제출완료,5.19,6748
20240266,(재협의)경기도 광주시 곤지암 신대1지구 공동주택 신축공사,제출완료,15.93,6749
20240267,수표지구 기부채납부지 공공임대시설 지하철 연결통로,제출완료,10.60,6750
20240268,청주테크노폴리스 S3블럭 신축공사,제출완료,12.79,6751
20240270,"영등포, 신길 빗물펌프장 증설 및 배수개선사업 소규모 지하 안전평가용역",제출완료,24.90,6752
20240271,평택시 비전동 844번지 외 5필지 주상복합 신축공사,제출완료,34.26,6753
20240272,(재협의)성수동 K-PROJECT 복합개발 신축공사,제출완료,37.21,6754
20240273,부산광역시 서구 남부민동 업무시설 신축공사,제출완료,16.96,6755
20240274,성남시 중원구 성남동 2486 오피스텔 신축공사,제출완료,23.15,6756
20240275,영남대학교 의과대학 연구동 신축공사,제출완료,15.28,6757
20240276,홍은동 355번지 일대 가로주택정비사업 신축공사,제출완료,17.75,6758
20240277,군포대야미지구 B3BL 공동주택 신축공사,제출완료,19.86,6759
20240278,(재협의)대전 대흥동 22-5번지 일원 주상복합 신축공사,제출완료,25.96,6760
20240279,서초동 1575-4번지 업무시설 신축공사,제출완료,14.11,6761
20240280,(재협의)신길10 재정비촉진구역 주택재건축 정비사업,제출완료,17.36,6762
20240281,반포동 737-19 근린생활시설 신축공사,제출완료,19.79,6763
20240282,(재협의)학익3지구 주택재개발정비사업(지하안전성 영향평가 용역),제출완료,14.36,6764
20240283,중앙전파관리소 증축 개발사업,제출완료,12.38,6765
20240284,"(재협의)양주지역 전기공급시설 전력구공사(회천분기, 회천S/S배전인출)",제출완료,30.30,6766
20240285,김포시 사우동 1245 노유자시설 신축공사,제출완료,19.62,6767
20240286,삼육서울병원 신관동 증축공사,제출완료,17.60,6768
20240287,고양장항 공공주택지구 업무시설용지 1-1BL 지식산업센터 신축공사,제출완료,27.75,6769
20240288,양재2동 빗물펌프장 신설 및 배수개선 소규모 지하안전영향평가,제출완료,19.57,6770
20240289,광운대 역세권 개발사업 (MXD),제출완료,11.18,6771
20240290,양지7지구 3단지 지역주택사업조합 공동주택 신축공사,제출완료,17.99,6772
20240292,(재협의)공평소단위 공동개발지구 정비계획 업무시설 신축사업,제출완료,38.09,6773
20240293,남원주역세권 복합용지 AC-4BL 공동주택 신축공사,제출완료,14.22,6774
20240294,제5기지 송출배관 1공구(당진LT~부곡) 건설공사 중 석문호 세미쉴드 구간,제출완료,17.40,6775
20240295,용현동 성신아파트 소규모재건축사업,사업 등록 완료,17.65,6776
20240296,(재협의)동인동1가 주상복합 신축공사,제출완료,19.27,6777
20240297,"용인시 처인구 역북동 819-1,2번지 오피스텔 신축공사",제출완료,18.46,6778
20240298,가평 달전지구 도시개발사업,사업 등록 완료,24.86,6779
20240299,한남5구역 전력구 수직구,제출완료,39.68,6780
20240300,상수동 281 주거개발사업(도시형생활주택) 신축공사 소규모 지하안전평가,사업 등록 완료,18.76,6781
20240301,운천주공구역 재건축정비사업,제출완료,14.55,6782
20240302,신한아파트 재건축 정비사업,제출완료,10.66,6783
20240303,당산현대2차아파트 소규모재건축정비사업,제출완료,14.32,6784
20240304,부산광역시 수영구 광안동 141-5번지 일원 주상복합 신축공사,제출완료,30.02,6785
20240305,용인시 기흥구 영덕동 55-1번지 일원 공동주택 신축공사,제출완료,16.40,6786
20240306,경기도 여주시 가남읍 본두리 (4지구) 물류센터 신축공사,제출완료,14.30,6787
20240307,중지 외 1지구 양수장 시설개선사업 소규모 지하안전영향평가 용역,제출완료,18.54,6788
20240308,대구중부경찰서 청사 신축공사,제출완료,15.36,6789
20240309,천안오룡지구 민관협력형 도시재생리츠사업 공동주택 건설공사,제출완료,16.14,6790
20240310,THE LIMITED D.H 호텔 신축공사,제출완료,17.71,6791
20240311,나진포천 물순환시스템 소규모 지하안전평가 용역,제출완료,14.40,6792
20240312,전주시 덕진구 인후동2가 주상복합 신축공사,제출완료,15.30,6793
20240314,청라 힐링웨이 프로젝트 신축공사,제출완료,25.15,6794
20240315,부평구 갈산동 183-1번지일원 소규모재건축정비사업,제출완료,10.71,6795
20240316,화성동탄2 C-14BL 민간참여 공공주택 건설사업,제출완료,16.91,6796
20240317,화성시 오산동 의료시설 건립사업,제출완료,24.04,6797
20240318,(재협의)부산 금정더샵 지역주택조합 공동주택 신축공사,제출완료,19.97,6798
20240319,용인시 풍덕천동 복합시설 건설공사,제출완료,23.06,6799
20240320,충북음성 대소삼정지구 A1BL 공동주택 신축공사,제출완료,17.80,6800
20240321,월평 재해위험개선지구 정비사업,제출완료,15.58,6801
20240322,한전 관악동작지사 위탁개발사업 ,제출완료,20.20,6802
20240324,울산광역시 중구 성남동 219-77 외 3필지 주거복합 신축공사,제출완료,26.33,6803
20240325,시흥 인천지역 전기공급시설 전력구공사(신시흥-신송도 2차),제출완료,78.51,6804
20240326,(재협의)심곡동 주상복합 신축공사,제출완료,21.25,6805
20240327,신길동 235외 1필지 파자상가 주거복합 신축공사 지하안전평가(재협의),제출완료,24.20,6806
20240328,(재협의)초량3구역 재개발사업,제출완료,18.82,6807
20240329,서리풀 지구단위계획 특별계획구역 A 개발사업(남측부지),제출완료,61.62,6808
20240330,서리풀 지구단위계획 특별계획구역 A 개발사업(북측부지),제출완료,35.76,6809
20240332,부산광역시 기장군 연화리 관광호텔 신축공사,제출완료,18.36,6810
20240333,광주광역시 서구 농성동 393-72외 22필지 개발사업,제출완료,22.26,6811
20240334,천안시 상습정체구간 청삼지하차도 소규모지하안전영향평가용역,제출완료,15.80,6812
20240335,광명시 하안동 323-1번지 신원의료재단 신사옥 신축공사,제출완료,20.60,6813
20240336,(재협의)서구 암남동 2-21일원 미진 이지비아 공동주택 신축공사,제출완료,25.10,6814
20240338,덕소5A구역 도시환경정비사업,제출완료,32.21,6815
20240339,(재협의)(재협의)화성병점 복합타운 상업 2BL 라이브오피스 신축공사,사업 등록 완료,23.11,6816
20240340,(재협의)울산 중구 학성동 지역주택조합 신축공사,제출완료,17.25,6817
20240341,(재협의)(재협의)화성병점 복합타운 상업 3BL 라이브오피스 신축공사,사업 등록 완료,21.72,6818
20240343,영등포구 양평동 유성빌라 가로주택 정비사업,제출완료,13.07,6819
20240344,한양 컨트리클럽 클럽하우스 신축공사,제출완료,15.05,6820
20240345,흑석11재정비촉진구역재개발정비사업,제출완료,38.76,6821
20240346,(재협의)양산복지아파트주택재건축정비사업,제출완료,19.50,6822
20240347,대한예수교장로회 동탄초청교회 소규모지하안전평가,제출완료,12.43,6823
20240348,해운대구 중동 1752번지 일원 주상복합 신축공사 지하안전평가 용역,사업 등록 완료,33.70,6824
20240349,불당중계펌프장 오수관 직관 설치공사,제출완료,21.71,6825
20240350,울산미포국가산단(제3분구) 완충저류시설 설치사업,제출완료,19.50,6826
20240351,서울빌라가로주택정비사업,제출완료,12.95,6827
20240352,울산다운2 지구외 태화강 횡단 차집관로 설치공사 소규모 지하안전평가,제출완료,16.50,6828
20240354,하남미사 시니어시설 신축공사,제출완료,13.05,6829
20240355,함안지역 전기공급시설 전력구공사(군북~가야),제출완료,38.17,6830
20240356,삼성동 157-21 업무시설 신축공사,제출완료,19.95,6831
20240358,동부산 아쿠아월드 복합시설 신축공사,제출완료,12.10,6832
20240359,천안 성성8 도시개발사업 공동주택 신축공사,제출완료,11.02,6833
20240360,서초구 서초동 1330-15 근생 및 업무시설 신축공사,제출완료,19.85,6834
20240361,검단 박물관도서관 복합문화시설 신축공사,제출완료,19.40,6835
20240362,(재협의)거제동 439-10 주상복합 신축공사 소규모 지하안전평가,제출완료,12.80,6836
20240363,청량리 KT부지 도시형생활주택 신축공사,제출완료,17.28,6837
20240364,비씨카드 신금융연구소 신축공사,제출완료,17.07,6838
20240366,(재협의)송도동 30-8번지 (국제업무지구B6-2BL) 주차전용 건축물 신축공사,제출완료,17.28,6839
20240368,과천 주암 장군마을 주택재개발 정비사업,제출완료,17.23,6840
20240371,(재협의)경기도 광주시 경안동 업무시설(오피스텔) 및 도시형생활주택 신축공사,제출완료,19.96,6841
20240372,대잠동 행복아파트2단지 소규모 재건축사업,사업 등록 완료,10.02,6842
20240373,한남제일교회 성전 신축공사,제출완료,17.05,6843
20240374,한강하류권 4차 급수체계조정사업 시설공사(1공구),제출완료,15.92,6844
20240375,장위 11-2구역 가로주택정비사업,제출완료,11.43,6845
20240376,동복지구 배수개선사업 저류지 증설사업 ,제출완료,10.70,6846
20240377,대구의료원 통합외래진료센터 건립공사,제출완료,18.99,6847
20240378,(재협의)덕소5A구역 재개발정비사업,제출완료,36.93,6848
20240379,동천 본류 비점오염 저감사업,제출완료,19.76,6849
20240381,마산의료원 증축사업 설계용역,제출완료,10.90,6850
20240382,금천구 독산동 역세권활성화사업,제출완료,34.42,6851
20240383,"기흥힉스 도시첨단산업단지 내 산업시설용지-2,3 신축공사중 소규모 지하안전평가용역",제출완료,18.72,6852
20240385,"성수동2가 273-18, 273-35 업무시설",제출완료,32.43,6853
20240386,삼전동 53-8일대 가로주택정비사업,제출완료,13.97,6854
20240387,소사본동 277-30번지 일원 가로주택정비사업조합 신축공사,제출완료,12.40,6855
20240388,"인천 서구 심곡동 248-3,8,9번지 신축공사",사업 등록 완료,17.00,6856
20240389,효성동 상록삼익세림 소규모재건축정비사업조합 아파트 신축공사,제출완료,13.27,6857
20240390,우성4차아파트 및 주변 가로주택정비사업,제출완료,14.28,6858
20240391,경기도 김포시 사우4구역 공동주택 신축공사,제출완료,19.71,6859
20240393,"용인반도체 클러스터 일반산업단지 용수공급시설(공업, 생활용수) 추진관로-22 지하안전평가 사업",제출완료,9.00,6860
20240396,부산기장 A1BL 공공지원 민간임대주택사업 신축공사,제출완료,19.87,6861
20240397,강동구 길동 415-1번지 신축공사(천호동 성결교회),제출완료,17.81,6862
20240398,"강남구 역삼동 700-5,6번지 업무시설 신축공사",제출완료,19.94,6863
20240399,(재협의)안산 글로벌 클라우드센터 신축공사 설계용역,제출완료,13.26,6864
20240400,5호선 길동역 승강편의시설 설치공사,제출완료,16.00,6865
20240401,성남시 금광동4071 가로주택정비사업,제출완료,23.40,6866
20240402,위례지구 A1-14BL 공공주택 건설공사,제출완료,10.77,6867
20240403,"대전 유성구 봉명동 449-4,13 공공지원 민간임대주택 신축공사",사업 등록 완료,22.10,6868
20240404,인천 신흥동 주상복합 신축공사,사업 등록 완료,12.78,6869
20240405,무주 설천-무풍 도로시설개량공사,제출완료,17.78,6870
20240406,(재협의)동부간선도로 지하화 민간투자사업,제출완료,33.87,6871
20240407,서울특별시 노원구 상계동 상계주공5단지 재건축사업,정보수정중,17.13,6872
20240409,"제2경춘국도(남양주-춘천) 도로건설공사(제3,4공구) ",정보수정중,46.95,6873
20240410,성남 복정1지구 업무1-2BL 업무시설 신축공사,제출완료,28.20,6874
20240412,시흥중앙새마을금고 본점 신축설계 소규모 지하안전평가,사업 등록 완료,15.61,6875
20240414,(재협의)국도77호 원청사거리 교차로 개선공사,제출완료,12.94,6876
20240415,평동산단 완충저류시설 설치사업,제출완료,14.90,6877
20240416,오류동 현대연립 주택재건축 정비사업,제출완료,17.77,6878
20240417,동북아 LNG HUB 송출주배관 건설공사,제출완료,65.91,6879
20240419,역삼동 776-22 근린생활시설 신축공사,제출완료,19.31,6880
20240420,(재협의)온천장 지역주택조합 주상복합 신축공사,제출완료,22.20,6881
20240421,청주 강서2지구 지역주택조합 공동주택 신축공사,제출완료,27.00,6882
20240422,하수도정비 중점관리지역(수민배수구역) 정비사업,제출완료,17.90,6883
20240423,인천광역시 신청사 건립사업,제출완료,21.66,6884
20240424,(재협의)RBW 자양동 사옥 신축공사,정보수정중,19.21,6885
20240425,(재협의)신안산선 복선전철 민간투자사업,제출완료,67.37,6886
20240426,진안 공공하수처리시설 증설 기본 및 실시설계 용역 소규모 지하안전평가,제출완료,14.00,6887
20240427,인천시청역 엘리베이터 설치공사 소규모 지하안전평가 용역,사업 등록 완료,11.00,6888
20240428,인천 신흥동 임대주택 신축공사,제출완료,12.78,6889
20240429,안성시 삼죽면 미장지구 물류센터 신축공사,제출완료,25.00,6890
20240430,강남구 압구정동 520번지 신축공사,제출완료,12.77,6891
20240433,(재협의)화성시 봉담읍 동화2지구 지역주택조합 아파트 신축공사,제출완료,15.78,6892
20240434,성원애드피아 하남 신사옥 신축공사(재협의),제출완료,32.85,6893
20240435,방촌2 빗물펌프장 증설사업,제출완료,11.60,6894
20240436,여고북로123번길46-3일원 가로주택정비사업,사업 등록 완료,15.00,6895
20240438,서울시 강서구 마곡동 14-13번지 신축공사,제출완료,11.44,6896
20240439,(재협의)구리시 인창동 지역조합아파트 신축공사,제출완료,11.40,6897
20240440,시흥하중 A-1BL 공공주택 건설사업,제출완료,13.61,6898
20240441,"포천 양수발전소 1, 2호기 건설사업",제출완료,31.08,6899
20240442,아산 신도시센트럴시티 도시개발사업 A3BL 공동주택 신축공사 ,제출완료,18.01,6900
20240443,대연3구역 주택재개발정비사업에 따른 못골역 환기구 이설 설계변경 및 외부 E/L신설,사업 등록 완료,13.45,6901
20240444,이천상류 판매시설 증축사업,제출완료,13.29,6902
20240445,ARA 연구로 부지정지공사 지하안전평가,제출완료,43.49,6903
20240446,울산 중산동 공동주택 신축공사 소규모지하안전평가,제출완료,18.67,6904
20240447,풍무역세권 도시개발사업 김포용수간선 소규모 지하안전평가 용역,제출완료,10.23,6905
20240448,부산시 부암동 98-9번지 진양물산 근린생활시설 및 업무시설 신축공사 소규모 지하안전평가 용역,제출완료,15.55,6906
20240451,인천광역시 부평구 부평동 203-20외2필지 소규모 지하안전평가,제출완료,19.91,6907
20240452,송암공원 공원시설 조성사업(활빛복지문화센터),제출완료,15.46,6908
20240453,대현산 07중블록 블록시스템 공급체계 구축공사,제출완료,9.20,6909
20240454,대전 도시철도2호선 건설사업,제출완료,21.38,6910
20240455,충남지역 전기공급시설 전력구공사(당진화력-신석문-신송산) 3차,제출완료,81.54,6911
20240456,PEACH 데이터센터 지중선로 건설공사,사업 등록 완료,12.06,6912
20240457, 논현동 92-2 교육연구시설 신축공사,제출완료,47.45,6913
20240458,"건대 특별계획구역(4-3,4-4) 업무시설 신축공사",제출완료,35.28,6914
20240459,대전 서구 복수동 오량지구 공동주택 신축공사,제출완료,16.15,6915
20240460,성신아파트 소규모재건축정비사업,제출완료,17.36,6916
20240461,성신아파트,사업 등록 완료,17.36,6917
20240462,경의중앙선 백마~풍동2지구 구역외 도시기반시설 건설공사,제출완료,10.86,6918
20240463,청주 사직4구역 도시환경정비사업,제출완료,25.11,6919
20240464,돈암6구역 주택재개발 정비사업,제출완료,25.36,6920
20240465,(재협의)강릉시 주문진읍 주문리 산109-4일원 공동주택 신축공사,제출완료,14.06,6921
20240466,(재협의)수원 인계동 공공지원 민간임대주택 신축공사,제출완료,15.85,6922
20240467,(재협의)송도역세권 도시개발사업 A2BL 공동주택 신축공사,제출완료,12.66,6923
20240469,송당2지구 배수개선사업,제출완료,13.10,6924
20240470,화성동탄2 C-14BL 민간참여 공공주택 건설사업,제출완료,16.91,6925
20240471,이태원동 127-22 외 1필지  근생 신축공사,제출완료,14.60,6926
20240472,디포유 복산 공동주택 신축공사,사업 등록 완료,14.20,6927
20240474,여의도동 48-1 업무시설 신축공사,제출완료,36.45,6928
20240475,(재협의)대구 금호워터폴리스 F1BL 주상복합 신축공사,제출완료,19.41,6929
20240476,(재협의)대구 금호워터폴리스 F2BL 주상복합 신축공사,제출완료,14.48,6930
20240477,용현학익 1블록 도시개발사업 공동6블럭 공공지원 민간임대주택 신축공사,제출완료,14.15,6931
20240478,청담동 64-2 어퍼하우스 청담2차 신축공사,제출완료,15.47,6932
20240479,방배신삼호아파트 주택재건축정비사업,사업 등록 완료,16.40,6933
20240480,동패동 00빌딩 신축공사,제출완료,13.00,6934
20240481,김해 진례시례지구 B-3BL 공동주택 신축공사,제출완료,16.76,6935
20240482,삼덕~연화 4차선 확장도로,제출완료,62.87,6936
20240483,화성양감 송산리 434-4 페블스톤 물류센터,제출완료,11.63,6937
20240484,(재협의)마포구 신수동 지역주택조합아파트(역세권SHIFT) 건설사업,정보수정중,24.11,6938
20240485,광명 제5R구역 주택재개발 정비사업 중 대로3-24호선(현충지하차도) 도로공사,제출완료,25.30,6939
20240486,경남타운 주택재건축정비사업,제출완료,12.65,6940
20240487,관악문화플라자 및 공공주택 복합화사업,제출완료,17.58,6941
20240488,세종지역 전기공급시설 전력구공사(조치원-월산T/L 지중화),제출완료,50.25,6942
20240489,양재천근린공원 공영주차장 신축,제출완료,12.68,6943
20240490,"(재협의)마포로5구역 제10, 11지구 도시정비형 재개발사업",제출완료,42.36,6944
20240491,(재협의)명장공원 비공원시설 공동주택 신축공사(1단지),제출완료,31.80,6945
20240492,(재협의)명장공원 비공원시설 공동주택 신축공사(2단지),제출완료,35.60,6946
20240493,부천 삼정동 창고시설 신축공사,제출완료,14.11,6947
20240495,(재협의)양산 어곡 00아파트 신축공사,제출완료,20.60,6948
20240496,동탄 엘앤씨 사옥 신축공사,제출완료,22.99,6949
20240498,송도국제도시 워터프런트 1-2단계 건설공사,제출완료,11.81,6950
20240499,"공촌~부평, 남동~수산간 비상연계 관로공사",제출완료,14.33,6951
20240500,광주 곤지암 근린생활시설&amp;기숙사 신축공사,제출완료,15.19,6952
20240501,캄스퀘어 안산 데이터 센터 신축공사,제출완료,27.26,6953
20240502,울산광역시 북구 천곡동 525-3번지 일원 OO공동주택 신축공사,제출완료,11.85,6954
20240503,양산사송 A-7BL 공공주택건설사업,제출완료,20.06,6955
20240504,서울척병원 신관(검진센터) 신축공사,사업 등록 완료,18.00,6956
20240505,명동주민센터 신축공사,제출완료,16.35,6957
20240506,석수공공하수처리장 총인처리시설 설치사업,제출완료,13.40,6958
20240507,등촌동 등촌역 청년안심주택 신축공사,제출완료,27.10,6959
20240508,서울특별시 강남구 역삼동 678-11번지 일원 업무시설 신축공사,제출완료,29.60,6960
20240509,(재협의)호계온천 주변지구 주택재개발 정비사업(소규모 지하안전영향평가),제출완료,16.11,6961
20240510,부산 온천동 450-5 일원 오피스텔 신축공사 소규모지하안전평가 용역,제출완료,19.91,6962
20240511,서울시 강남구 자곡동 630번지 근생 및 주차빌딩 신축공사,제출완료,12.64,6963
20240512,동평공원 하부 공영주차장 조성사업 소규모 지하안전평가,제출완료,10.60,6964
20240513,2024년 부천지역 주수송관 취약지구 개선공사 ,제출완료,8.20,6965
20240514,양양지구 풍수해생활권 종합정비사업(월리펌프장),제출완료,11.97,6966
20240515,"신고리1, 2호기 지하전력구 신설공사 소규모 지하안전평가",제출완료,15.08,6967
20240516,부평 데이터센터 2단계 증축공사,제출완료,24.07,6968
20240517,강일S/S 배전인출 전력구공사,제출완료,38.05,6969
20240518,금곡동 복합청사 신축공사,제출완료,15.68,6970
20240519,함안군북일반산업단지 용수공급시설 건설공사,제출완료,10.50,6971
20240520,좌천 주민활력 어울림파크 조성사업,제출완료,15.80,6972
20240521,서울시 동대문구 청량리동 46일원 복합건축물 신축공사,제출완료,18.96,6973
20240522,성남금토 A-5BL 공공지원 민간임대주택 신축공사,제출완료,19.72,6974
20240523,"역삼동(758,은하수,760) 재건축사업",제출완료,14.03,6975
20240524,성남지역 전기공급시설 전력구공사(산성-복정-수서),제출완료,68.70,6976
20240525,(재협의)경기 화성 오산동 976-8 오피스텔 신축공사,제출완료,18.00,6977
20240527,방배7구역 주택재건축정비사업,제출완료,21.10,6978
20240528,영신연립 가로주택정비사업,사업 등록 완료,12.00,6979
20240529,쥬베뉴 마곡사옥 신축공사,제출완료,18.00,6980
20240530,용이동 행정복지센터 건립공사,제출완료,12.83,6981
20240531,서초동 1542-5 SLI 평생교육원 사옥 신축공사,제출완료,19.85,6982
20240532,청주시 강내면 탑연리 주상복합아파트 신축공사,사업 등록 완료,28.00,6983
20240533,(재협의)인천뮤지엄파크 조성사업,제출완료,11.66,6984
20240534,(재협의)부산광역시 감천동 582-1번지 일원 공동주택 신축공사,제출완료,18.70,6985
20240535,수원 영통 매탄아파트 리모델링,제출완료,18.61,6986
20240536,인천광역시 남동구 고잔동 226 자동차관련시설 신축공사,제출완료,17.14,6987
20240537,강남구 청담동 100-19번지 신축공사,제출완료,22.19,6988
20240538,(재협의)역삼동 828-2번지 청년주택 신축공사,제출완료,36.26,6989
20240539,중랑구 면목동 194번지 일대 가로주택정비사업 소규모 지하안전평가,제출완료,10.54,6990
20240540,송내동 건우3차아파트 소규모 재건축 정비사업 소규모 지하안전평가 용역,정보수정중,13.64,6991
20240541,화성동탄2 A76-2BL 민간참여 공동주택사업,제출완료,11.84,6992
20240543,평택동부고속화도로 민간투자사업 건설공사,사업 등록 완료,37.00,6993
20240544,중랑창업지원센터 복합화사업,제출완료,11.80,6994
20240545,한국과학기술연구원 연구동 환경개선사업Ⅳ(L2 재건축),제출완료,18.81,6995
20240546,강동첨단복합청사 연계 지하공영주차장 건립,제출완료,13.69,6996
20240547,회야계통 송수관로 복선화사업(회야정수장~상개배수지 외 1개소),제출완료,14.42,6997
20240548,CJ가양부지-양천향교역 철도시설 연결공사,제출완료,16.81,6998
20240549,충청남도 서산시 읍내동 서부연립 가로주택정비사업,제출완료,16.70,6999
20240550,홍도동2구역 주택재건축정비사업,제출완료,13.19,7000
20240551,안양관양고 A-3블록 민간참여 공동주택사업,제출완료,15.15,7001
20240552,안양관양고 A-4블록 민간참여 공동주택사업,제출완료,17.85,7002
20240553,형곡4주공아파트 재건축정비사업 소규모지하안전평가,제출완료,12.46,7003
20240554,여수시 학동 관광숙박시설 신축공사,제출완료,19.93,7004
20240556,다산진건 상업4 3-1 신축공사,제출완료,16.95,7005
20240557,(재협의)창원 데이터센터 MP 및 신축설계,제출완료,19.21,7006
20240558,인천검단지구 일상 C16-2-1 근생 및 업무/교육연구시설 신축공사,제출완료,17.76,7007
20240559,수표구역 도시정비형 재개발사업,제출완료,39.30,7008
20240560,부산 에코델타시티 도시6블럭 디에트르 지식산업센터 건설공사,제출완료,12.49,7009
20240561,부산도시철도 교대역 시설개량공사,제출완료,10.41,7010
20240562,인천 서구 검단신도시 C12-3-1 근생시설 신축공사,제출완료,19.86,7011
20240563,신촌지역(마포)4-10지구 도시정비형 재개발사업,제출완료,35.31,7012
20240564,(재협의)논현동 88-9 업무시설 신축공사,제출완료,26.63,7013
20240565,의정부시 캠프 라과디아 도시개발사업[공공청사 및 문화공원 지하주차장],제출완료,14.06,7014
