facilNo,facilNm,startYmd,endYmd,dignGbn,no
CAP2010-000049,열수송관04,20191008,20191008,육안조사,541
CAP2010-000052,열수송관,20201116,20201120,육안조사,542
CAP2010-000056,열수송관,20211117,20211119,육안조사,543
CAP2010-000057,열수송관,20211117,20211119,육안조사,544
CAP2010-000058,열수송관,20211117,20211119,육안조사,545
CAP2011-000087,화성시 열수송관(반월들길),20191004,20191024,육안조사,546
CAP2011-000088,안산시 열수송관 (해안로),20191209,20191213,육안조사,547
CAP2011-000089,안산시 열수송관 (반월들길),20191209,20191213,육안조사,548
CAP2012-000036,(주)한주 증기공급배관망,20191212,20191218,육안조사,549
CAP2012-000036,(주)한주 증기공급배관망,20201118,20201201,육안조사,550
CAP2012-000036,(주)한주 증기공급배관망,20211103,20211106,육안조사,551
CAP2012-000037,열수송시설(800),20191113,20191212,육안조사,552
CAP2012-000037,열수송시설(800),20200427,20200522,육안조사,553
CAP2012-000037,열수송시설(800),20201109,20201127,육안조사,554
CAP2012-000037,열수송시설(800),20210309,20210406,육안조사,555
CAP2012-000042,용연3공장→KPTG行 스팀배관,20191023,20191023,육안조사,556
CAP2012-000042,용연3공장→KPTG行 스팀배관,20201211,20201211,육안조사,557
CAP2012-000042,용연3공장→KPTG行 스팀배관,20211025,20211025,육안조사,558
CAP2012-000042,용연3공장→KPTG行 스팀배관,20211025,20211025,육안조사,559
CAP2012-000045,열수송시설(700),20191113,20191212,육안조사,560
CAP2012-000045,열수송시설(700),20200427,20200522,육안조사,561
CAP2012-000045,열수송시설(700),20201109,20201127,육안조사,562
CAP2012-000045,열수송시설(700),20210309,20210406,육안조사,563
CAP2012-000046,열수송시설(600),20191113,20191212,육안조사,564
CAP2012-000046,열수송시설(600),20200427,20200522,육안조사,565
CAP2012-000046,열수송시설(600),20201109,20201127,육안조사,566
CAP2012-000046,열수송시설(600),20210309,20210406,육안조사,567
CAP2012-000047,열수송시설(500),20191113,20191212,육안조사,568
CAP2012-000047,열수송시설(500),20200427,20200522,육안조사,569
CAP2012-000047,열수송시설(500),20201109,20201127,육안조사,570
CAP2012-000047,열수송시설(500),20210309,20210406,육안조사,571
CAP2012-000048,열수송시설(500),20191113,20191212,육안조사,572
CAP2012-000048,열수송시설(500),20200427,20200522,육안조사,573
CAP2012-000048,열수송시설(500),20201109,20201127,육안조사,574
CAP2012-000048,열수송시설(500),20210309,20210406,육안조사,575
CAP2012-000054,열수송관(난방),20181022,20181025,육안조사,576
CAP2012-000054,열수송관(난방),20191203,20191203,육안조사,577
CAP2012-000054,열수송관(난방),20200921,20200921,육안조사,578
CAP2012-000054,열수송관(난방),20211019,20211020,육안조사,579
CAP2013-000005,지하매설물,20191230,20191230,육안조사,580
CAP2013-000006,열수송관(04),20191025,20191030,육안조사,581
CAP2013-000006,열수송관(04),20191025,20191030,육안조사,582
CAP2013-000007,열수송관(07),20191025,20191030,육안조사,583
CAP2013-000007,열수송관(07),20191025,20191030,육안조사,584
CAP2013-000008,열수송관(08),20191025,20191030,육안조사,585
CAP2013-000008,열수송관(08),20191025,20191030,육안조사,586
CAP2013-000014,열수송관,20201116,20201120,육안조사,587
CAP2013-000014,열수송관,20201116,20201120,육안조사,588
CAP2013-000014,열수송관,20201116,20201120,육안조사,589
CAP2013-000014,열수송관,20201116,20201120,육안조사,590
CAP2013-000014,열수송관,20201116,20201120,육안조사,591
CAP2013-000014,열수송관,20201116,20201120,육안조사,592
CAP2013-000015,지하 Steam 배관,20201126,20201126,육안조사,593
CAP2013-000015,지하 Steam 배관,20210927,20210927,육안조사,594
CAP2013-000016,열수송관,20211108,20211119,육안조사,595
CAP2013-000016,열수송관,20220411,20220516,공동조사,596
CAP2014-000003,열수송관15,20191029,20191029,육안조사,597
CAP2014-000004,열수송관16,20191030,20191030,육안조사,598
CAP2014-000005,열수송관17,20191030,20191030,육안조사,599
CAP2014-000006,열수송관(03),20191025,20191030,육안조사,600
CAP2014-000006,열수송관(03),20191025,20191030,육안조사,601
CAP2014-000007,열수송관(05),20191025,20191030,육안조사,602
