saupNo,saupNm,saupClass,groupCd,groupNm,zipNo,addr,staPlanYmd,endPlanYmd,constCost,maxDigDepth,digCapacity,digArea,devCorpNm,proStage,no
20180161,부산 수영구 민락동 D7-10~12 복합시설 개발계획,건축물의 건축,F00051,플래닝더모스트2호 주식회사,44495,"울산광역시 중구 남외2길 38, 5층 (남외동)",20181101,20210410,158000.00,18.21,0.00,0.00,플래닝더모스트2호주식회사,제출완료,1
20180162,다산신도시 진건지구 자족용지 3BL 지식산업센터 신축공사,도시개발,F00130,(주)바찌,06168,"서울특별시 강남구 삼성로 508, 1106호 (삼성동)",20181201,20211130,754200.00,26.00,0.00,0.00,(주) 바찌,제출완료,1
20180163,블루오션별내 지식산업센터 신축공사,건축물의 건축,F00031,주식회사 가온누리,,경기도 남양주시 별내지구 지원시설 14블럭,20180920,20191130,16044.00,17.26,0.00,0.00,,협의요청,1
20180164,광명사거리역 승강편의시설 설치공사(34공구) 소규모 지하안전영향평가,철도(도시철도)건설,F00070,서울교통공사,06693,"서울특별시 서초구 효령로 5, 서울교통공사 토목2사업소 (방배동)",20181130,20200601,2000.00,11.00,0.00,0.00,,제출완료,1
20180165,블루오션한강 지식산업센터 신축공사,건축물의 건축,F00032,주식회사다운디앤씨,,"경기도 김포시 구래동 6201-1,2(자족시설용지MS-1-1,2)",20181124,20201130,39108.00,19.06,0.00,0.00,,제출완료,1
20180166,먹골역 승강편의시설 설치공사 소규모 지하안전영향평가 용역(37공구),철도(도시철도)건설,F00070,서울교통공사,06693,"서울특별시 서초구 효령로 5, 서울교통공사 (방배동)",20181130,20200601,2246.00,12.00,0.00,0.00,,제출완료,1
20180167,가산디지털단지역 4번 출입구 확장공사 소규모 지하안전영향평가,철도(도시철도)건설,F00070,서울교통공사,06693,"서울특별시 서초구 효령로 5, 서울교통공사 (방배동)",20190301,20200901,2000.00,12.00,0.00,0.00,,사업 등록 완료,1
20180168,신흥동 2506-1 오피스텔 신축공사,도시개발,F00134,코리아신탁(주),,경기도 성남시 수정구 신흥동 2506-1,20190301,20201231,8717.00,17.06,0.00,0.00,,협의요청,1
20180169,아산 탕정지구 5-1-1BL 업무복합빌딩 개발PJT,건축물의 건축,F00050,주식회사 좋은집,06121,"서울특별시 강남구 봉은사로 129, 1212호 (논현동)",20181201,20200731,34000.00,19.80,0.00,0.00,,보완요청,1
20180170,김포우리병원 증축공사,건축물의 건축,F00138,의료법인 우리의료재단 김포우리병원,10099,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",20181214,20200515,3800.00,20.61,0.00,0.00,,협의요청,1
20180171,용인시 역북동 746 오피스텔 신축공사,도시개발,F00141,인중건설(주),,경기도 용인시 처인구 역북동 746번지,20181215,20200430,13000.00,18.60,0.00,0.00,,제출완료,1
20180172,상대원동 145-3번지 지신산업센터 신축공사,도시개발,F00139,(주)중앙종합건설,13201,경기도 성남시 중원구 갈마치로 268 (상대원동),20190501,20210930,88500.00,18.56,0.00,0.00,(주)중앙종합건설,협의요청,1
20180173,월곡배수지 건설공사(2단계),도시개발,F00093,평택시 상하수도사업소,17901,"경기도 평택시 경기대로 245, 상하수도사업소 (비전동)",20181201,20210831,2365.00,17.25,0.00,0.00,,제출완료,1
20180174,강서구 화곡동 1111번지 외 1필지 주상복합건물 신축공사,건축물의 건축,F00088,(주)동양주택건설,07734,"서울특별시 강서구 등촌로13길 10, 지하층 (등촌동)",20190121,20210131,50000.00,19.00,0.00,0.00,(주)동양주택건설,제출완료,1
20180175,김포 신곡6지구 복합시설 신축공사,건축물의 건축,F00117,(주)리치코리아,10130,경기도 김포시 고촌읍 인향로 92-36,20181101,20200131,24000.00,12.26,0.00,0.00,(주)리치코리아,제출완료,1
20180176,EX-Smart Center 신축공사,건축물의 건축,F00142,한국도로공사,13449,"경기도 성남시 수정구 달래내로 29, 금토동 293-1번지 (금토동)",20190301,20210630,242080.00,24.80,0.00,0.00,,제출완료,1
20180177,수원역 엘리시아 주상복합 신축공사,건축물의 건축,F00143,주식회사 엘리시아,15352,"경기도 안산시 단원구 고잔로 55, 802호 (고잔동)",20181130,20201130,9972.00,19.00,0.00,0.00,,사업 등록 완료,1
20180178,블루오션미사 지식산업센터 신축공사,건축물의 건축,F00033,주식회사태운디앤씨,,경기도 하남시 미사지구 자족시설 10-3블럭,20190301,20210301,19953.00,18.70,0.00,0.00,,제출완료,1
20180179,노형동 904-1번지 생활숙박시설 신축공사,도시개발,F00145,(주)제주반도체,63219,"제주특별자치도 제주시 청사로1길 18-4, 2층 (도남동)",20181130,20201130,80000.00,15.20,0.00,0.00,(주)제주반도체,승인요청,1
20180180,이천 마장지구 근린생활시설 신축공사,도시개발,F00144,중원아이엔씨(주),,경기도 이천시 마장택지지구 상8-2,20181228,20200228,16000.00,16.71,0.00,0.00,,승인요청,1
20180181,동탄2 제14중 이음터 건립공사,건축물의 건축,F00146,화성시청,18274,"경기도 화성시 남양읍 시청로 159, 교육협력과",20190131,20200531,21000.00,13.74,0.00,0.00,,제출완료,1
20180182,부산국제아트센터,건축물의 건축,F00010,부산도시공사,47281,"부산광역시 부산진구 신천대로 156, 부산도시공사 (부전동)",20190701,20201231,91235.00,12.20,0.00,0.00,,제출완료,1
20180183,제주 중문 복합리조트[숙박시설] 신축사업,건축물의 건축,F00140,퍼시픽랜드주식회사,63535,"제주특별자치도 서귀포시 중문관광로 154-17, 퍼시픽랜드 (색달동)",20190401,20210930,246554.00,22.00,0.00,0.00,,제출완료,1
20180184,송정동 문화집회시설 및 숙박시설 신축공사,건축물의 건축,F00860,강영희,48073,부산광역시 해운대구 송정광어골로 41 (송정동),20181203,20200503,7000.00,15.11,0.00,0.00,,승인요청,1
20180185,파주 와동동 1431-1 월드타워12차 신축공사,건축물의 건축,F00148,월드타워주식회사,,경기도 파주시 와동동 1431-1,20190215,20210214,25000.00,15.36,0.00,0.00,,협의요청,1
20180186,김포풍무2지구 26블럭2로트,건축물의 건축,F00067,주식회사 지티디앤씨,10078,"경기도 김포시 김포한강1로 254, 그랜드타워 421호 (운양동)",20181105,20201030,11000.00,16.00,0.00,0.00,주식회사 지티디앤씨,사업 등록 완료,1
20180187,경기도 성남시 중원구 여수동 190번지 근린상가 신축공사,건축물의 건축,F00151,(주)어반스퀘어,12798,"경기도 광주시 오포읍 매자리길 13-6, 102호(베네치아)",20181120,20200424,23500.00,16.86,0.00,0.00,,협의요청,1
20180189,부산광역시 부산진구 부암동 304-14번지 일원 주상복합 신축공사,건축물의 건축,F00153,(주)라임건설,47186,부산광역시 부산진구 신천대로 287 (부암동),20190101,20210531,69400.00,14.90,0.00,0.00,라임건설,제출완료,1
20180190,덕천 2구역 재건축 정비사업,도시개발,F00154,덕천2구역 주택재건축정비사업조합,07320,"부산광역시 북구 만덕대로 84, 2층(성암빌딩) (덕천동)",20200101,20220501,174500.00,11.70,0.00,0.00,덕천2구역 주택재건축정비사업조합,승인완료,1
20180191,파주운정 F1-P3BL 공공지원 민간임대주택,건축물의 건축,F00155,(주)서희건설,10896,"경기도 파주시 소리천로 155, 1472-1번지 (와동동)",20190301,20220301,849200.00,22.96,0.00,0.00,(주)서희건설,제출완료,1
20180192,여수 안산동 부영아파트 1단지 신축공사,건축물의 건축,F00156,(주)부영주택,59664,"전라남도 여수시 소호로 543, 안산동 737 (안산동)",20181201,20210101,197930.00,29.00,0.00,0.00,부영주택,사업 등록 완료,1
20180193,여수 안산동 부영아파트 2단지 신축공사,건축물의 건축,F00156,(주)부영주택,59664,"전라남도 여수시 소호로 543, 안산동 738번지 (안산동)",20181201,20210101,99360.00,25.00,0.00,0.00,부영주택,사업 등록 완료,1
20180194,단대오거리역 승강편의시설 설치공사 소규모 지하안전영향평가 용역(35공구),철도(도시철도)건설,F00070,서울교통공사,13272,"경기도 성남시 수정구 산성대로 지하 365, 3번 출입구 (신흥동)",20190301,20201030,2700.00,11.24,0.00,0.00,,협의요청,1
20180195,서울시 효제동 167외 1필지 오피스텔 신축공사,건축물의 건축,F00157,(주)동원종합건설,03126,서울특별시 종로구 종로39길 45 (효제동),20190201,20200430,2000.00,15.00,0.00,0.00,,제출완료,1
20180196,성남중1구역 도시환경정비사업 소규모지하안전영향평가,도시개발,F00158,성남중1구역 도시환경정비사업조합,13246,"경기도 성남시 중원구 시민로118번길 44, 일원 (중앙동)",20211101,20241130,750000.00,19.44,0.00,0.00,,협의요청,1
20180197,국민은행 이태원지점 신축공사,건축물의 건축,F00159,케이비부동산신탁(주),04406,"서울특별시 용산구 이태원로 186, 국민은행 (이태원동)",20190228,20200331,7164.00,14.62,0.00,0.00,,승인요청,1
20180198,국민은행 덕천동지점 신축공사,건축물의 건축,F00159,케이비부동산신탁(주),46576,"부산광역시 북구 만덕대로 22-1, 국민은행 (덕천동)",20190228,20210430,17610.00,30.39,0.00,0.00,,보완요청,1
20180199,홍도동1구역 주택재건축정비사업,도시개발,F00160,홍도동1구역 주택재건축정비사업조합,34557,"대전광역시 동구 동산초교로 15-14 (홍도동, 경성아파트)",20191001,20220331,7000.00,11.45,0.00,0.00,홍도동1구역 주택재건축정비사업조합,승인요청,1
20180200,아산시 배방지구 근린&오피스텔 신축공사,건축물의 건축,F00162,주식회사 경우디엔씨,31470,충청남도 아산시 배방읍 장재리 1723,20190301,20210228,4390.00,26.56,0.00,0.00,경우디엔씨,제출완료,1
20180201,죽전동 주거복합 신축공사,건축물의 건축,F00135,(주)메트로에디션,42639,대구광역시 달서구 달구벌대로 1583 (죽전동),20181101,20220531,57000.00,17.60,0.00,0.00,(주)메트로에디션,승인요청,1
20180202,감삼동 파이오니아 주상복합 신축공사,건축물의 건축,F00163,(주)파이오니아홀딩스,42688,"대구광역시 달서구 와룡로33길 27, 556번지 외 8필지 (감삼동)",20190201,20220630,139000.00,19.83,0.00,0.00,(주)파이오니아홀딩스,승인요청,1
20180203,과천지식정보타운 S6BL 공동주택 건설공사,건축물의 건축,F00076,(주)대우건설,13824,"경기도 과천시 구리안로 144, 158-2번지 일원 (갈현동)",20190215,20210915,446227.00,15.11,0.00,0.00,"하나자산신탁, (주)대우건설, (주)태영건설, 금호산업(주)",제출완료,1
20180204,속초시 청학동 도시형생활주택,도시개발,F00164,다옴개발주식회사,24842,강원도 속초시 번영로 51-1 (청학동),20190301,20210901,43866.00,16.60,0.00,0.00,,보완요청,1
20180205,고촌읍 신곡리 532-124 번지 근린생활시설 및 업무시설 신축공사,건축물의 건축,F00165,(주)한강건축사사무소,07591,"서울특별시 강서구 공항대로 315, 303호(등촌동, 서울시니어스강서타워) (등촌동)",20190130,20210730,50000.00,19.60,0.00,0.00,,제출완료,1
20180206,강릉 포남동 동도센트리움 신축공사,건축물의 건축,F00166,동도디앤씨(주),25492,강원도 강릉시 강릉대로 335 (포남동),20190301,20211030,115791.00,16.58,0.00,0.00,동도디앤씨(주),제출완료,1
20180207,장미구역주택재건축정비사업조합,도시개발,F00167,장미구역주택재건축정비사업조합,61691,"광주광역시 남구 대남대로171번길 23, 상가동 301호 (주월동, 장미아파트)",20191101,20220501,141230.00,13.06,0.00,0.00,장미구역주택재건축정비사업조합,제출완료,1
20180208,롯데인재개발원 오산캠퍼스 리빌딩,건축물의 건축,F00169,롯데제과㈜,06515,경기도 오산시 경기동로 168 (부산동),20190501,20210101,130000.00,15.80,0.00,0.00,롯데제과㈜,승인요청,1
20180209,대구수성알파시티 비젼디엔씨(주) 지식산업센터 신축공사,건축물의 건축,F00168,비젼디엔씨(주),,"대구광역시 수성구 대흥동 829-3, 4, 5번지(지식기반산업시설용지)",20190101,20201031,37000.00,15.00,0.00,0.00,비젼디엔씨(주),승인요청,1
20180210,창원중앙역세권 업무 1-4 000 신축공사,건축물의 건축,F00173,주식회사 더함디앤씨,,"경남 창원시 성산구 상남로 37, 1220호(상남동, 덕산베스트텔)",20181231,20200731,18500.00,17.31,0.00,0.00,,제출완료,1
20180211,아산 배방읍 장재리 1717 복합시설 신축공사,건축물의 건축,F00171,김앤정,,충남 아산시 배방읍 장재리 1717,20190115,20200615,40000.00,19.40,0.00,0.00,(주)김앤정,승인요청,1
20180212,성북동미술관 신축공사,도로건설,F00174,(재)라인문화재단,02879,"서울특별시 성북구 성북로31길 27, 외 12필지 (성북동)",20190201,20200331,17810.00,19.76,0.00,0.00,(재)라인문화재단,승인요청,1
20180213,덕진동 미르오피스텔 신축공사,건축물의 건축,F00172,(유)미르디앤씨,54893,전라북도 전주시 덕진구 기린대로 465 (덕진동1가),20181201,20201201,23500.00,13.80,0.00,0.00,,승인요청,1
20180214,강남구 논현동 6-1 업무시설 신축공사,건축물의 건축,F03106,(주)케이블카서비스,06040,서울특별시 강남구 논현동 6-1,20190601,20201130,15000.00,22.59,0.00,0.00,BY E&C,제출완료,1
20180215,양산시 북부동 00주거복합 신축공사,건축물의 건축,F00161,영남종합산업개발주식회사,50619,경상남도 양산시 북안남4길 25 (북부동),20190101,20211231,45000.00,19.85,0.00,0.00,,평가서결재중,1
20180216,울산대 스마트오피스 신축 사업,건축물의 건축,F00179,(주)다나엔지니어링,47511,"부산광역시 부산진구 전포대로 250, 202호 (전포동, 신화골든뷰)",20190102,20210630,71206.00,16730.00,0.00,0.00,,제출완료,1
20180217,평택 고덕택지지구 일상3-1-1 신축공사,건축물의 건축,F00180,(주)호원평택대토개발제1호위탁관리부동산투자회사,04551,"서울특별시 중구 을지로 100, 비동 18층 (을지로2가)",20181031,20200131,30000.00,19.05,0.00,0.00,,승인요청,1
20180218,진주시 칠암동 490-1 신축공사,건축물의 건축,F00186,(주)아주산업개발,52859,"경상남도 진주시 범골로54번길 11, 광동빌딩 401호 (충무공동)",20190331,20210331,44000.00,17.00,0.00,0.00,,사업 등록 완료,1
20180219,진주시 칠암동 490-1 신축공사,건축물의 건축,F00187,(주)아주산업개발,52726,"경상남도 진주시 동진로20번길 3 (칠암동, 동아아파트)",20190331,20210331,43000.00,16.50,0.00,0.00,(주)아주산업개발,보완요청,1
