saupNo,saupNm,saupClass,groupCd,groupNm,zipNo,addr,staPlanYmd,endPlanYmd,constCost,maxDigDepth,digCapacity,digArea,devCorpNm,proStage,no
20240463,청주 사직4구역 도시환경정비사업,건축물의 건축,F06825,주식회사에스투엘레바,28554,충청북도 청주시 서원구 사직동 235-11 일원,20250801,20300930,1700000.00,25.11,0.00,0.00,(주)에스투엘레바,제출완료,1
20240464,돈암6구역 주택재개발 정비사업,건축물의 건축,F06823,돈암제6구역재개발정비사업조합,02817,서울특별시 성북구 동소문로35가길 43 (돈암동),20250101,20291231,523700.00,25.36,0.00,0.00,,제출완료,1
20240465,(재협의)강릉시 주문진읍 주문리 산109-4일원 공동주택 신축공사,도시개발,F06314,주식회사 에스앤제이홀딩스,25409,강원특별자치도 강릉시 주문진읍 주문북로 71-12,20241001,20270930,267800.00,14.06,0.00,0.00,,제출완료,1
20240466,(재협의)수원 인계동 공공지원 민간임대주택 신축공사,도시개발,F02107,(주)이랜드건설,16470,"경기도 수원시 팔달구 중부대로 36-1, 755-3번지 외2필지 (인계동)",20230901,20250831,950.00,15.85,0.00,0.00,(주)이랜드건설,제출완료,1
20240467,(재협의)송도역세권 도시개발사업 A2BL 공동주택 신축공사,건축물의 건축,F02937,삼성물산 주식회사,21900,인천광역시 연수구  옥련동 88-2번지 ,20241001,20250331,150000.00,12.66,0.00,0.00,,제출완료,1
20240469,송당2지구 배수개선사업,수자원개발,F06739,제주시청,63355,제주특별자치도 제주시 구좌읍 송당리 산2번지,20240701,20271031,9899.89,13.10,0.00,0.00,,제출완료,1
20240470,화성동탄2 C-14BL 민간참여 공공주택 건설사업,건축물의 건축,F06752,디엘이앤씨 주식회사,18478,경기도 화성시 오산동 967-1365번지 일원,20240801,20280531,251500.00,16.91,0.00,0.00,,제출완료,1
20240471,이태원동 127-22 외 1필지  근생 신축공사,건축물의 건축,F06741,성원투자개발(주),04406,"서울특별시 용산구 보광로60길 17, 127-22, 30번지 (이태원동)",20241001,20250930,30000.00,14.60,0.00,0.00,,제출완료,1
20240472,디포유 복산 공동주택 신축공사,건축물의 건축,F06830,주식회사 성운,44478,울산광역시 중구 복산동 266-10번지 일원,20241028,20260428,12000.00,14.20,0.00,0.00,,사업 등록 완료,1
20240474,여의도동 48-1 업무시설 신축공사,건축물의 건축,F06820,주식회사 서도코퍼레이션,07324,서울특별시 영등포구 의사당대로 154 (여의도동),20241031,20270531,149455.00,36.45,0.00,0.00,,제출완료,1
20240475,(재협의)대구 금호워터폴리스 F1BL 주상복합 신축공사,건축물의 건축,F05055,디비개발 주식회사,41507,"대구광역시 북구 검단북로27길 30, 검단동 258-1번지 (검단동)",20241031,20270831,289000.00,19.41,0.00,0.00,,제출완료,1
20240476,(재협의)대구 금호워터폴리스 F2BL 주상복합 신축공사,건축물의 건축,F05042,엘리움 주식회사,41507,"대구광역시 북구 검단북로27길 30, 검단동 251-2번지 (검단동)",20241031,20270831,346000.00,14.48,0.00,0.00,,제출완료,1
20240477,용현학익 1블록 도시개발사업 공동6블럭 공공지원 민간임대주택 신축공사,대통령령으로 정하는 시설,F02377,(주)디씨알이,22205,"인천광역시 미추홀구 한나루로357번길 168 (학익동, 대인파크빌)",20250106,20280630,30000.00,14.15,0.00,0.00,(주)디씨알이,제출완료,1
20240478,청담동 64-2 어퍼하우스 청담2차 신축공사,건축물의 건축,F06836,신현주,06073,서울특별시 강남구 학동로81길 24 (청담동),20240501,20270801,53000.00,15.47,0.00,0.00,,제출완료,1
20240479,방배신삼호아파트 주택재건축정비사업,건축물의 건축,F06835,방배신삼호아파트주택재건축정비사업조합,06574,"서울특별시 서초구 방배로 268, 관리사무동 (방배동, 방배삼호상가)",20241201,20261231,9999.00,16.40,0.00,0.00,,사업 등록 완료,1
20240480,동패동 00빌딩 신축공사,건축물의 건축,F06828,오브제디벨롭먼트컴퍼니,10956,경기도 파주시 동패동 2079-4,20241001,20260430,25000.00,13.00,0.00,0.00,,제출완료,1
20240481,김해 진례시례지구 B-3BL 공동주택 신축공사,건축물의 건축,F06829,주식회사 창암종합건설,50872,경상남도 김해시 진례면 시례리 산 59-2 일원,20241202,20270831,209000.00,16.76,0.00,0.00,,제출완료,1
20240482,삼덕~연화 4차선 확장도로,도로건설,F06833,경상남도,53083,"경상남도 통영시 산양읍 관유길 59-31, 일원",20250801,20300831,41040.00,62.87,497.00,0.00,,제출완료,1
20240483,화성양감 송산리 434-4 페블스톤 물류센터,도시개발,F06821,페블스톤제19의1호부동산일반사모모투자회사,18628,경기도 화성시 양감면 정문송산로241번길 39,20241001,20260901,49000.00,11.63,0.00,0.00,,제출완료,1
20240484,(재협의)마포구 신수동 지역주택조합아파트(역세권SHIFT) 건설사업,도시개발,F02510,오경택,04097,서울특별시 마포구 독막로27길 28,20230102,20241101,107000.00,24.11,0.00,0.00,,정보수정중,1
20240485,광명 제5R구역 주택재개발 정비사업 중 대로3-24호선(현충지하차도) 도로공사,도로건설,F06813,광명제5R구역 주택재개발정비사업조합,14214,"경기도 광명시 연서일로 14, 현충근린공원 일원 (철산동)",20241201,20260630,49000.00,25.30,0.00,0.00,,제출완료,1
20240486,경남타운 주택재건축정비사업,건축물의 건축,F06837,경남타운 주택재건축정비사업조합,42106,"대구광역시 수성구 범어로 27, 일원 (범어동, 경남타운)",20250101,20271231,257000.00,12.65,0.00,0.00,,제출완료,1
20240487,관악문화플라자 및 공공주택 복합화사업,도시개발,F05643,서울주택도시공사,08766,서울특별시 관악구 신림동 544 ,20250601,20280930,85979.00,17.58,0.00,0.00,,제출완료,1
20240488,세종지역 전기공급시설 전력구공사(조치원-월산T/L 지중화),에너지개발,F02043,한국전력공사 대전세종충남본부,30058,세종특별자치시 한별동 317-10,20250303,20271030,42477.00,50.25,376.60,0.00,,제출완료,1
20240489,양재천근린공원 공영주차장 신축,건축물의 건축,F01928,서초구청,06777,"서울특별시 서초구 양재천동자전거길 447, 양재천근린공원 (양재동)",20250401,20270422,28900.00,12.68,0.00,0.00,,제출완료,1
20240490,"(재협의)마포로5구역 제10, 11지구 도시정비형 재개발사업",도시개발,F04416,(주)이노디앤씨,04504,"서울특별시 중구 서소문로 26, 일원 (중림동)",20250501,20290531,758900.00,42.36,0.00,0.00,,제출완료,1
20240491,(재협의)명장공원 비공원시설 공동주택 신축공사(1단지),도시개발,F05037,(주)정상시티파크,48045,"부산광역시 해운대구 명장로67번길 57, 일원 (반여동)",20240901,20280831,236500.00,31.80,0.00,0.00,,제출완료,1
20240492,(재협의)명장공원 비공원시설 공동주택 신축공사(2단지),건축물의 건축,F05037,(주)정상시티파크,48044,"부산광역시 해운대구 삼어로91번길 174, 반여동 산 342-3번지 (반여동)",20240901,20280831,236500.00,35.60,0.00,0.00,,제출완료,1
20240493,부천 삼정동 창고시설 신축공사,건축물의 건축,F06766,부천물류랜드마크피에프브이,14445,경기도 부천시 오정구 오정로39번길 44 (삼정동),20240701,20260701,119800.00,14.11,0.00,0.00,,제출완료,1
20240495,(재협의)양산 어곡 00아파트 신축공사,건축물의 건축,F02776,코리아신탁,50590,"경상남도 양산시 두전길 30-19, 어곡동 28-14 (어곡동)",20250601,20270930,290000.00,20.60,0.00,0.00,,제출완료,1
20240496,동탄 엘앤씨 사옥 신축공사,건축물의 건축,F06401,주식회사 엘앤씨바이오,18468,"경기도 화성시 동탄대로 677-23, 경기도 화성시 영천동 847-1번지 (영천동)",20241201,20270630,60000.00,22.99,0.00,0.00,,제출완료,1
20240498,송도국제도시 워터프런트 1-2단계 건설공사,특정지역 개발,B00257,인천경제자유구역청,22005,"인천광역시 연수구 센트럴로 350, 송도동 (송도동)",20240221,20270219,217000.00,11.81,0.00,0.00,,제출완료,1
20240499,"공촌~부평, 남동~수산간 비상연계 관로공사",수자원개발,F06840,인천광역시 상수도사업본부,21043,인천광역시 계양구 경명대로972번길 5-14 (계산동),20250101,20271224,70400.00,14.33,0.00,0.00,,제출완료,1
20240500,광주 곤지암 근린생활시설&amp;기숙사 신축공사,건축물의 건축,F06841,디에스티디앤씨 주식회사,12804,"경기도 광주시 곤지암읍 곤지암로 44, 곤지암리 435-15 외 2필지(435-19, 435-29)",20241001,20261001,30000.00,15.19,0.00,0.00,,제출완료,1
20240501,캄스퀘어 안산 데이터 센터 신축공사,건축물의 건축,F06843,캄스퀘어안산데이터센터피에프브이 주식회사,15413,"경기도 안산시 단원구 시화로 198, 성곡동 670-4번지 (성곡동)",20241220,20281220,1326000.00,27.26,0.00,0.00,,제출완료,1
20240502,울산광역시 북구 천곡동 525-3번지 일원 OO공동주택 신축공사,도시개발,F05660,주식회사 케이엘앤디,44202,울산광역시 북구 가재길 149 (천곡동),20241001,20261001,20000.00,11.85,0.00,0.00,,제출완료,1
20240503,양산사송 A-7BL 공공주택건설사업,도시개발,F06760,한국토지주택공사(본사),50637,경상남도 양산시 동면 사배1길 23,20250301,20290930,493800.00,20.06,0.00,0.00,,제출완료,1
20240504,서울척병원 신관(검진센터) 신축공사,건축물의 건축,F06848,김앤권,02729,서울특별시 성북구 동소문로 325 (길음동),20241201,20251201,48000.00,18.00,0.00,0.00,김앤권,사업 등록 완료,1
20240505,명동주민센터 신축공사,건축물의 건축,F06842,서울특별시중구청,04629,서울특별시 중구 퇴계로20길 3 (남산동2가),20241001,20260630,910.00,16.35,0.00,0.00,,제출완료,1
20240506,석수공공하수처리장 총인처리시설 설치사업,도시개발,F06838,안양시,13905,"경기도 안양시 만안구 화창로 19, 석수공공하수처리장 (석수동)",20251201,20291006,74107.00,13.40,0.00,0.00,,제출완료,1
20240507,등촌동 등촌역 청년안심주택 신축공사,건축물의 건축,F06850,이지스네오밸류일반부동산사모투자회사제8호전문,07664,"서울특별시 강서구 공항대로58가길 8, 한국전기공사협회 (등촌동)",20241201,20280229,15390.00,27.10,0.00,0.00,,제출완료,1
20240508,서울특별시 강남구 역삼동 678-11번지 일원 업무시설 신축공사,건축물의 건축,F06050,신한자산신탁 주식회사,06141,"서울특별시 강남구 테헤란로27길 12, 678-11번지 일원 (역삼동)",20250801,20280801,65500.00,29.60,0.00,0.00,,제출완료,1
20240509,(재협의)호계온천 주변지구 주택재개발 정비사업(소규모 지하안전영향평가),도시개발,F06800,호계온천주변지구재개발정비사업조합,14041,"경기도 안양시 동안구 시민대로137번길 6, 2층 (호계동)",20180709,20231231,328137.00,16.11,0.00,0.00,,제출완료,1
20240510,부산 온천동 450-5 일원 오피스텔 신축공사 소규모지하안전평가 용역,도시개발,F06851,주식회사 비에이치개발,47713,부산 온천동 450-5 번지 일원 (온천동),20240501,20250531,85000.00,19.91,0.00,0.00,,제출완료,1
20240511,서울시 강남구 자곡동 630번지 근생 및 주차빌딩 신축공사,건축물의 건축,F06856,스마트타운,06373,서울특별시 강남구 자곡동 630 (자곡동),20241104,20251231,9310.00,12.64,0.00,0.00,,제출완료,1
20240512,동평공원 하부 공영주차장 조성사업 소규모 지하안전평가,건축물의 건축,F06295,울산광역시 남구청,44725,울산광역시 남구 삼산로144번길 13 (달동),20241101,20260430,13500.00,10.60,0.00,0.00,,제출완료,1
20240513,2024년 부천지역 주수송관 취약지구 개선공사 ,에너지개발,F04801,GS파워주식회사,14586,경기도 부천시 원미구 중동 1170-1 화목사거리 일원,20241001,20250131,1500.00,8.20,52.50,0.00,,제출완료,1
20240514,양양지구 풍수해생활권 종합정비사업(월리펌프장),건축물의 건축,F06857,양양군청,25013,"강원특별자치도 양양군 양양읍 동해대로 2919, 일원",20241001,20270930,5581.00,11.97,0.00,0.00,,제출완료,1
20240515,"신고리1, 2호기 지하전력구 신설공사 소규모 지하안전평가",에너지개발,F02135,한국수력원자력(주),38120,경상북도 경주시 문무대왕면 불국로 1655,20240920,20251229,1200.00,15.08,0.00,0.00,,제출완료,1
20240516,부평 데이터센터 2단계 증축공사,도시개발,F05215,디씨케이원 주식회사,21314,인천광역시 부평구 평천로 187 (청천동),20241201,20270331,410000.00,24.07,0.00,0.00,,제출완료,1
20240517,강일S/S 배전인출 전력구공사,에너지개발,F06858,한국전력공사 남서울본부,05289,"서울특별시 강동구 초광로294번길 65, 상일동 421-8, 상일동511 (상일동)",20250101,20270331,11600.00,38.05,505.40,0.00,,제출완료,1
20240518,금곡동 복합청사 신축공사,건축물의 건축,F00234,성남시청,13615,경기도 성남시 분당구 성남대로171번길 12 (금곡동),20250101,20270531,16080.00,15.68,0.00,0.00,,제출완료,1
20240519,함안군북일반산업단지 용수공급시설 건설공사,수자원개발,F06859,함안군청,52055,경상남도 함안군 법수면 황사리 1045-2,20241001,20260430,10198.00,10.50,0.00,0.00,,제출완료,1
20240520,좌천 주민활력 어울림파크 조성사업,건축물의 건축,B00028,부산광역시 동구,48767,"부산광역시 동구 증산서로 18-1, 좌천동 887-2번지 (좌천동)",20250201,20270228,49500.00,15.80,0.00,0.00,,제출완료,1
20240521,서울시 동대문구 청량리동 46일원 복합건축물 신축공사,건축물의 건축,F06860,동대문어반피에프브이 주식회사,02487,"서울특별시 동대문구 제기로 142, 청량리 정신병원 (청량리동)",20241130,20270930,77000.00,18.96,0.00,0.00,,제출완료,1
20240522,성남금토 A-5BL 공공지원 민간임대주택 신축공사,건축물의 건축,F06832,주식회사 시티건설,13453,경기도 성남시 수정구 금토로107번길 21 (금토동),20250401,20270930,578800.00,19.72,0.00,0.00,,제출완료,1
